Employee_ID,Job_Role,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Access_to_Mental_Health_Resources,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality
EMP0356,Sales,58,3,1,Low,Yes,Satisfied,2,None,Good
EMP0357,HR,26,7,1,Low,No,Neutral,2,Daily,Good
EMP0358,Designer,46,7,3,Medium,Yes,Unsatisfied,3,Daily,Poor
EMP0359,Sales,20,7,3,Medium,No,Neutral,4,Weekly,Average
EMP0360,HR,56,0,2,Medium,Yes,Satisfied,2,Daily,Good
EMP0361,Sales,28,15,1,Medium,No,Satisfied,5,Daily,Poor
EMP0362,Sales,39,2,1,Medium,Yes,Satisfied,5,None,Average
EMP0363,Designer,22,10,4,Medium,Yes,Satisfied,4,None,Average
EMP0364,Project Manager,32,4,3,High,Yes,Unsatisfied,2,Weekly,Good
EMP0365,Project Manager,28,9,1,Low,No,Neutral,2,Daily,Poor
EMP0366,Sales,22,6,4,Medium,No,Neutral,2,Weekly,Poor
EMP0367,Marketing,53,2,5,Medium,No,Neutral,2,None,Poor
EMP0368,Sales,33,11,2,Medium,No,Neutral,1,Daily,Good
EMP0369,Data Scientist,34,5,1,High,Yes,Satisfied,2,Daily,Good
EMP0370,Software Engineer,50,0,4,Low,No,Neutral,5,Daily,Good
EMP0371,Data Scientist,28,1,1,Medium,Yes,Satisfied,5,None,Average
EMP0372,Marketing,51,7,4,Medium,No,Unsatisfied,4,Weekly,Good
EMP0373,Software Engineer,35,0,5,High,No,Neutral,4,None,Good
EMP0374,Sales,39,8,3,Medium,Yes,Unsatisfied,2,Weekly,Average
EMP0375,Software Engineer,58,14,1,High,Yes,Unsatisfied,3,Daily,Poor
EMP0376,Designer,34,3,3,Low,No,Neutral,2,Daily,Good
EMP0377,Designer,48,4,1,Medium,No,Neutral,4,None,Poor
EMP0378,Designer,52,0,5,High,No,Unsatisfied,5,Daily,Good
EMP0379,Designer,59,8,5,High,Yes,Neutral,1,Daily,Good
EMP0380,Marketing,32,14,2,High,No,Neutral,1,None,Poor
EMP0381,Designer,41,4,3,Medium,Yes,Unsatisfied,2,Daily,Average
EMP0382,Project Manager,34,14,2,Medium,No,Neutral,4,Weekly,Poor
EMP0383,HR,41,8,3,Low,No,Neutral,2,Daily,Average
EMP0384,Sales,55,9,3,Medium,Yes,Satisfied,4,None,Poor
EMP0385,Designer,50,8,2,High,Yes,Neutral,4,None,Poor
EMP0386,Project Manager,25,9,1,High,No,Unsatisfied,2,Weekly,Average
EMP0387,Sales,21,12,3,Medium,Yes,Neutral,5,None,Average
EMP0388,Sales,44,11,5,High,No,Neutral,3,Daily,Poor
EMP0389,Sales,28,0,5,High,Yes,Neutral,3,Weekly,Good
EMP0390,Software Engineer,54,8,5,Medium,No,Satisfied,1,Weekly,Poor
EMP0391,Project Manager,55,12,3,Medium,No,Satisfied,3,None,Average
EMP0392,Marketing,26,10,5,Medium,No,Unsatisfied,1,Weekly,Good
EMP0393,HR,41,7,5,Low,No,Neutral,4,Daily,Average
EMP0394,Sales,50,4,4,Low,Yes,Satisfied,5,None,Poor
EMP0395,Project Manager,55,12,2,Medium,Yes,Neutral,5,Weekly,Average
EMP0396,Marketing,22,2,3,Medium,No,Satisfied,5,Weekly,Good
EMP0397,Data Scientist,33,11,5,Low,No,Unsatisfied,1,Daily,Average
EMP0398,Project Manager,21,4,1,High,No,Neutral,1,None,Poor
EMP0399,Designer,28,13,2,Medium,No,Neutral,5,Daily,Good
EMP0400,Data Scientist,22,6,5,High,Yes,Satisfied,3,Weekly,Good
EMP0401,HR,58,14,4,High,Yes,Neutral,2,Daily,Poor
EMP0402,Project Manager,39,0,4,Low,No,Satisfied,1,Daily,Average
EMP0403,Data Scientist,35,15,2,Low,No,Neutral,2,Weekly,Poor
EMP0404,Designer,56,3,3,High,Yes,Unsatisfied,1,Weekly,Poor
EMP0405,Data Scientist,29,13,4,Medium,No,Unsatisfied,1,Daily,Average
EMP0406,HR,24,0,4,High,No,Neutral,1,None,Good
EMP0407,Project Manager,60,4,3,High,Yes,Satisfied,3,None,Average
EMP0408,HR,31,9,4,Low,No,Satisfied,1,Daily,Poor
EMP0409,Data Scientist,50,10,1,Low,No,Satisfied,5,Weekly,Poor
EMP0410,Project Manager,27,14,2,Medium,No,Unsatisfied,3,Weekly,Good
EMP0411,Software Engineer,43,3,2,Medium,No,Unsatisfied,4,Daily,Good
EMP0412,Designer,30,3,5,Medium,Yes,Unsatisfied,2,Daily,Good
EMP0413,Sales,26,15,1,Medium,Yes,Neutral,3,None,Average
EMP0414,Project Manager,47,7,1,Medium,No,Satisfied,1,Weekly,Average
EMP0415,Data Scientist,56,14,3,Medium,No,Satisfied,5,Daily,Poor
EMP0416,Sales,30,15,4,Low,No,Satisfied,5,None,Poor
EMP0417,Sales,26,12,4,High,No,Unsatisfied,3,Daily,Good
EMP0418,HR,47,10,2,Medium,No,Unsatisfied,5,Daily,Poor
EMP0419,HR,38,7,4,High,No,Neutral,4,Weekly,Good
EMP0420,Marketing,49,0,2,Medium,Yes,Neutral,1,Daily,Poor
EMP0421,HR,49,0,1,Medium,Yes,Satisfied,2,Weekly,Poor
EMP0422,Marketing,37,11,1,Medium,Yes,Satisfied,3,None,Good
EMP0423,Project Manager,24,13,2,High,No,Unsatisfied,4,None,Average
EMP0424,Marketing,53,0,5,Medium,Yes,Neutral,1,Daily,Poor
EMP0425,Sales,33,14,2,Medium,Yes,Neutral,5,Weekly,Good
EMP0426,Software Engineer,41,13,1,Medium,Yes,Neutral,1,Daily,Average
EMP0427,Sales,31,15,2,Low,Yes,Neutral,3,Weekly,Average
EMP0428,Sales,29,4,4,Low,Yes,Satisfied,5,None,Average
EMP0429,Project Manager,33,7,1,High,Yes,Neutral,1,Daily,Average
EMP0430,Sales,58,8,5,High,Yes,Satisfied,5,Daily,Poor
EMP0431,Project Manager,42,12,3,High,Yes,Unsatisfied,2,None,Average
EMP0432,Marketing,23,15,3,High,No,Unsatisfied,1,Daily,Poor
EMP0433,Project Manager,28,4,5,High,Yes,Neutral,2,Weekly,Poor
EMP0434,Designer,41,10,2,Low,No,Neutral,1,None,Poor
EMP0435,Data Scientist,33,9,5,High,Yes,Satisfied,2,Daily,Poor
EMP0436,Marketing,46,13,2,Medium,Yes,Satisfied,3,Daily,Good
EMP0437,HR,25,9,4,High,No,Unsatisfied,1,Weekly,Good
EMP0438,Project Manager,55,1,2,Medium,Yes,Neutral,1,Weekly,Good
EMP0439,Sales,53,4,4,High,Yes,Satisfied,3,Daily,Average
EMP0440,Software Engineer,47,10,1,Medium,No,Neutral,1,None,Average
EMP0441,Data Scientist,35,14,2,Low,No,Satisfied,4,Daily,Good
EMP0442,HR,39,8,4,Low,Yes,Neutral,5,Weekly,Poor
EMP0443,Designer,34,12,1,High,Yes,Unsatisfied,5,None,Average
EMP0444,HR,27,9,5,High,No,Unsatisfied,1,Weekly,Poor
EMP0445,Software Engineer,22,4,3,Low,No,Neutral,4,None,Poor
EMP0446,Designer,48,1,2,Low,Yes,Unsatisfied,1,Daily,Good
EMP0447,Sales,52,3,5,Low,No,Unsatisfied,3,Daily,Poor
EMP0448,Project Manager,40,5,3,Medium,No,Satisfied,2,Weekly,Poor
EMP0449,HR,41,7,1,Low,No,Unsatisfied,5,None,Average
EMP0450,Project Manager,56,15,1,High,Yes,Unsatisfied,4,None,Poor
EMP0451,Data Scientist,57,9,5,Low,Yes,Satisfied,5,Weekly,Good
EMP0452,Data Scientist,36,5,3,High,No,Satisfied,5,Daily,Good
EMP0453,Data Scientist,32,5,4,Low,Yes,Unsatisfied,1,Daily,Average
EMP0454,Marketing,32,7,4,Medium,No,Unsatisfied,3,Weekly,Good
EMP0455,Data Scientist,58,14,3,Low,No,Satisfied,4,None,Average
EMP0456,Sales,59,15,4,Low,No,Satisfied,1,Daily,Poor
EMP0457,HR,22,3,3,Medium,Yes,Neutral,5,Weekly,Poor
EMP0458,Sales,49,10,2,Medium,Yes,Unsatisfied,3,None,Average
EMP0459,Marketing,42,14,3,High,No,Satisfied,3,Daily,Poor
EMP0460,Sales,20,5,5,Low,Yes,Unsatisfied,3,None,Average
EMP0461,Project Manager,22,5,2,Medium,No,Satisfied,2,None,Poor
EMP0462,Designer,48,1,5,Medium,No,Neutral,2,None,Good
EMP0463,Designer,20,1,1,High,No,Satisfied,3,None,Average
EMP0464,HR,24,8,3,Low,No,Satisfied,5,Daily,Poor
EMP0465,Sales,22,9,4,High,Yes,Unsatisfied,2,None,Poor
EMP0466,Marketing,58,4,1,High,No,Unsatisfied,2,None,Average
EMP0467,Project Manager,58,2,2,Medium,Yes,Neutral,2,None,Average
EMP0468,Project Manager,27,9,1,Medium,Yes,Satisfied,1,Weekly,Poor
EMP0469,HR,40,13,1,Low,Yes,Satisfied,1,Weekly,Average
EMP0470,Sales,24,14,4,Low,Yes,Unsatisfied,3,Daily,Poor
EMP0471,Sales,43,7,2,Low,No,Neutral,2,Daily,Good
EMP0472,HR,50,9,2,High,No,Neutral,2,Daily,Average
EMP0473,Designer,30,14,3,Medium,Yes,Satisfied,1,Weekly,Average
EMP0474,Sales,35,15,2,Medium,No,Unsatisfied,2,None,Poor
EMP0475,Marketing,37,13,2,Low,Yes,Satisfied,5,None,Poor
EMP0476,Project Manager,51,9,3,Low,Yes,Satisfied,5,Weekly,Poor
EMP0477,Marketing,54,11,2,Low,No,Unsatisfied,4,Daily,Average
EMP0478,Designer,58,15,4,High,No,Satisfied,2,None,Good
EMP0479,Sales,36,1,1,Low,Yes,Unsatisfied,5,None,Good
EMP0480,Project Manager,53,10,4,Low,Yes,Unsatisfied,1,Weekly,Poor
EMP0481,Software Engineer,56,12,2,High,No,Neutral,5,Daily,Average
EMP0482,Sales,27,4,2,Medium,Yes,Unsatisfied,1,Weekly,Poor
EMP0483,Marketing,20,11,3,Medium,Yes,Neutral,3,Weekly,Poor
EMP0484,Project Manager,25,14,2,Low,No,Satisfied,3,Weekly,Average
EMP0485,Data Scientist,33,14,1,Low,No,Satisfied,5,None,Average
EMP0486,Software Engineer,35,5,5,Low,No,Neutral,2,Weekly,Poor
EMP0487,Project Manager,34,4,1,Low,No,Neutral,4,Weekly,Good
EMP0488,Designer,21,5,1,Low,No,Neutral,4,None,Poor
EMP0489,Sales,21,2,3,Low,Yes,Unsatisfied,1,Daily,Poor
EMP0490,Designer,29,8,5,Medium,Yes,Unsatisfied,3,None,Good
EMP0491,Project Manager,33,5,2,High,No,Satisfied,5,None,Good
EMP0492,Sales,42,11,4,High,Yes,Neutral,3,Weekly,Poor
EMP0493,Designer,38,7,1,Medium,Yes,Neutral,3,Weekly,Average
EMP0494,Marketing,40,4,1,High,Yes,Unsatisfied,5,None,Average
EMP0495,Software Engineer,24,4,4,Medium,No,Neutral,5,Daily,Good
EMP0496,HR,28,4,2,Low,Yes,Neutral,2,None,Average
EMP0497,Designer,57,7,4,Medium,Yes,Unsatisfied,3,Weekly,Good
EMP0498,Data Scientist,41,13,4,Low,Yes,Neutral,2,Daily,Good
EMP0499,Software Engineer,40,13,4,Low,No,Unsatisfied,5,Daily,Poor
EMP0500,Project Manager,47,3,3,Medium,Yes,Neutral,3,Daily,Average
EMP0501,Data Scientist,53,2,5,Low,No,Unsatisfied,1,None,Good
EMP0502,Data Scientist,27,13,1,High,No,Unsatisfied,5,Weekly,Average
EMP0503,Software Engineer,33,13,3,High,No,Unsatisfied,2,None,Average
EMP0504,Sales,50,3,3,Low,No,Satisfied,5,Daily,Average
EMP0505,Software Engineer,40,5,3,Low,No,Neutral,4,Daily,Average
EMP0506,Software Engineer,56,8,4,Medium,No,Satisfied,4,Daily,Average
EMP0507,Sales,29,15,1,Low,Yes,Satisfied,5,None,Poor
EMP0508,Designer,27,1,1,Medium,No,Unsatisfied,2,None,Average
EMP0509,HR,55,11,1,Medium,Yes,Neutral,5,Daily,Good
EMP0510,Sales,28,14,2,Medium,No,Neutral,1,Weekly,Poor
EMP0511,HR,59,12,4,Low,Yes,Satisfied,4,Weekly,Poor
EMP0512,Designer,40,1,2,High,Yes,Satisfied,5,Daily,Average
EMP0513,Marketing,38,13,3,Low,Yes,Neutral,5,Daily,Average
EMP0514,Data Scientist,37,13,4,Medium,Yes,Unsatisfied,3,None,Good
EMP0515,Project Manager,36,0,1,Medium,Yes,Unsatisfied,5,None,Average
EMP0516,Designer,55,11,1,Low,No,Neutral,5,None,Poor
EMP0517,HR,47,10,2,Low,Yes,Neutral,3,Daily,Good
EMP0518,Data Scientist,51,14,4,Medium,No,Neutral,5,Weekly,Good
EMP0519,Project Manager,42,14,5,Low,Yes,Satisfied,4,Weekly,Poor
EMP0520,Designer,45,6,3,High,Yes,Neutral,4,Daily,Average
EMP0521,HR,46,4,5,Low,Yes,Unsatisfied,3,Daily,Poor
EMP0522,Data Scientist,60,0,1,Medium,Yes,Neutral,4,Daily,Average
EMP0523,Software Engineer,45,2,3,Medium,No,Unsatisfied,5,Daily,Good
EMP0524,Project Manager,33,11,2,Medium,Yes,Satisfied,3,Weekly,Poor
EMP0525,Designer,44,2,2,Medium,No,Unsatisfied,4,None,Average
EMP0526,Software Engineer,24,0,2,Low,Yes,Unsatisfied,1,Weekly,Poor
EMP0527,Project Manager,28,4,3,High,Yes,Unsatisfied,5,Weekly,Good
EMP0528,Software Engineer,56,1,3,Medium,No,Unsatisfied,3,Weekly,Good
EMP0529,Project Manager,22,5,2,Medium,Yes,Satisfied,1,Daily,Poor
EMP0530,Marketing,34,4,3,High,No,Satisfied,5,Weekly,Average
EMP0531,Software Engineer,34,1,3,High,No,Unsatisfied,3,Daily,Good
EMP0532,Designer,55,8,1,High,Yes,Unsatisfied,5,Daily,Poor
EMP0533,Designer,20,15,3,Medium,No,Satisfied,5,None,Poor
EMP0534,Sales,53,7,3,Low,No,Unsatisfied,1,None,Average
EMP0535,Marketing,31,3,5,High,Yes,Unsatisfied,5,Daily,Average
EMP0536,Software Engineer,51,10,1,High,Yes,Neutral,4,Weekly,Poor
EMP0537,Marketing,33,3,5,Medium,Yes,Neutral,1,Daily,Average
EMP0538,HR,46,0,3,Medium,Yes,Unsatisfied,3,Daily,Poor
EMP0539,Marketing,32,4,3,Low,No,Satisfied,3,None,Good
EMP0540,Project Manager,25,11,4,High,No,Neutral,1,Daily,Average
EMP0541,Marketing,43,14,2,High,No,Neutral,4,Daily,Poor
EMP0542,Data Scientist,42,1,4,Medium,No,Unsatisfied,3,Weekly,Average
EMP0543,Data Scientist,49,10,5,Medium,No,Satisfied,5,Weekly,Good
EMP0544,Designer,50,2,3,Medium,No,Unsatisfied,5,None,Average
EMP0545,Software Engineer,44,6,1,Low,Yes,Unsatisfied,3,Daily,Poor
EMP0546,HR,32,6,4,Low,Yes,Unsatisfied,2,Weekly,Good
EMP0547,Designer,51,3,3,Medium,Yes,Satisfied,5,None,Poor
EMP0548,Marketing,51,6,3,Medium,Yes,Unsatisfied,5,Weekly,Average
EMP0549,Designer,55,8,4,Medium,Yes,Unsatisfied,4,None,Average
EMP0550,Project Manager,26,12,3,High,Yes,Neutral,3,Daily,Poor
EMP0551,Designer,58,12,2,High,Yes,Unsatisfied,1,Daily,Good
EMP0552,Sales,44,6,3,High,No,Satisfied,1,Weekly,Poor
EMP0553,HR,39,11,4,High,Yes,Satisfied,1,Daily,Poor
EMP0554,Project Manager,39,0,4,High,No,Neutral,3,Weekly,Good
EMP0555,Project Manager,45,1,5,Low,Yes,Unsatisfied,2,Weekly,Good
EMP0556,HR,57,13,4,High,No,Satisfied,5,Daily,Poor
EMP0557,Designer,48,4,1,Low,Yes,Neutral,3,None,Good
EMP0558,Sales,30,2,3,Low,Yes,Unsatisfied,3,None,Poor
EMP0559,HR,27,11,3,Medium,No,Satisfied,4,Weekly,Poor
EMP0560,Software Engineer,25,9,5,Medium,Yes,Neutral,1,Weekly,Average
EMP0561,Project Manager,25,14,5,High,Yes,Unsatisfied,4,Daily,Poor
EMP0562,HR,39,9,2,Medium,Yes,Satisfied,4,Weekly,Good
EMP0563,Sales,31,6,5,Low,No,Unsatisfied,5,Weekly,Good
EMP0564,Software Engineer,23,6,2,High,Yes,Neutral,1,Weekly,Poor
EMP0565,Sales,39,9,4,Low,No,Satisfied,1,None,Poor
EMP0566,Project Manager,39,10,2,High,No,Satisfied,5,Daily,Good
EMP0567,Sales,27,11,1,Medium,Yes,Satisfied,1,None,Poor
EMP0568,HR,45,12,5,High,Yes,Satisfied,4,None,Average
EMP0569,Project Manager,23,0,5,High,Yes,Neutral,4,None,Good
EMP0570,Software Engineer,39,3,1,High,Yes,Unsatisfied,2,Daily,Good
EMP0571,Designer,27,6,2,High,Yes,Satisfied,2,Weekly,Average
EMP0572,Sales,27,8,3,Medium,No,Satisfied,3,Daily,Good
EMP0573,Software Engineer,33,5,1,Medium,Yes,Unsatisfied,4,None,Good
EMP0574,Marketing,44,8,2,Medium,No,Neutral,1,None,Poor
EMP0575,Software Engineer,45,0,4,Medium,Yes,Satisfied,3,None,Good
EMP0576,Project Manager,46,6,2,Medium,Yes,Satisfied,4,None,Average
EMP0577,Designer,40,0,3,High,Yes,Unsatisfied,5,None,Good
EMP0578,Sales,25,10,4,High,No,Satisfied,4,Weekly,Average
EMP0579,Project Manager,29,4,3,Low,No,Unsatisfied,1,None,Poor
EMP0580,HR,22,13,4,Low,No,Neutral,4,Weekly,Poor
EMP0581,Marketing,27,3,5,High,Yes,Satisfied,5,Daily,Average
EMP0582,Marketing,59,2,5,Medium,Yes,Unsatisfied,3,Daily,Average
EMP0583,HR,57,10,1,Medium,Yes,Unsatisfied,4,Weekly,Average
EMP0584,HR,34,0,1,Medium,No,Neutral,1,None,Poor
EMP0585,Data Scientist,20,2,1,Low,No,Neutral,4,None,Poor
EMP0586,Sales,20,5,3,Low,No,Neutral,1,Daily,Good
EMP0587,Sales,57,14,5,Low,Yes,Unsatisfied,2,Daily,Poor
EMP0588,Software Engineer,53,2,3,Low,No,Satisfied,2,Daily,Average
EMP0589,Designer,24,8,5,Medium,No,Satisfied,5,Weekly,Good
EMP0590,Designer,40,15,4,Low,No,Satisfied,2,Weekly,Average
EMP0591,Project Manager,49,11,5,Low,No,Unsatisfied,4,Daily,Average
EMP0592,Marketing,44,14,3,Medium,Yes,Neutral,5,Weekly,Average
EMP0593,Sales,53,13,2,Medium,Yes,Unsatisfied,3,Daily,Good
EMP0594,Project Manager,28,0,5,High,Yes,Neutral,3,None,Good
EMP0595,Sales,53,7,1,High,No,Unsatisfied,3,Daily,Poor
EMP0596,Designer,54,9,2,Medium,Yes,Unsatisfied,1,None,Good
EMP0597,Designer,23,10,5,Low,No,Unsatisfied,5,Weekly,Good
EMP0598,HR,45,12,4,High,No,Unsatisfied,4,Daily,Poor
EMP0599,Marketing,59,5,5,Medium,Yes,Neutral,3,Daily,Good
EMP0600,Software Engineer,20,1,1,Low,Yes,Neutral,5,Weekly,Poor
EMP0601,Designer,26,11,1,Low,Yes,Neutral,1,Daily,Good
EMP0602,Marketing,47,6,3,High,No,Neutral,1,None,Poor
EMP0603,Project Manager,37,3,1,Medium,No,Satisfied,1,Weekly,Poor
EMP0604,Data Scientist,25,10,3,High,Yes,Satisfied,3,Weekly,Average
EMP0605,Sales,38,11,4,High,No,Satisfied,3,Weekly,Average
EMP0606,Sales,23,0,1,High,Yes,Unsatisfied,4,Daily,Average
EMP0607,Designer,49,13,5,Low,Yes,Satisfied,4,None,Average
EMP0608,Sales,44,6,3,High,No,Neutral,2,None,Average
EMP0609,Marketing,34,13,3,High,Yes,Unsatisfied,1,Weekly,Good
EMP0610,Software Engineer,36,2,5,Medium,Yes,Satisfied,5,Weekly,Good
EMP0611,Marketing,44,15,4,High,Yes,Unsatisfied,3,Weekly,Poor
EMP0612,HR,27,10,3,Medium,No,Neutral,1,Daily,Poor
EMP0613,Marketing,54,15,4,Medium,No,Satisfied,3,None,Average
EMP0614,Sales,46,9,2,High,Yes,Unsatisfied,4,None,Poor
EMP0615,Sales,60,11,4,Medium,No,Unsatisfied,3,Daily,Good
EMP0616,Sales,27,15,3,Medium,No,Unsatisfied,4,None,Poor
EMP0617,Marketing,45,7,1,Medium,No,Satisfied,2,None,Poor
EMP0618,Sales,36,13,4,High,No,Unsatisfied,4,Weekly,Average
EMP0619,Software Engineer,42,14,2,Low,No,Satisfied,4,Daily,Average
EMP0620,HR,27,1,5,High,No,Unsatisfied,4,Weekly,Poor
EMP0621,Software Engineer,28,5,3,High,No,Neutral,3,None,Poor
EMP0622,Project Manager,56,15,5,Low,Yes,Unsatisfied,1,Weekly,Poor
EMP0623,Designer,22,11,5,Medium,No,Neutral,5,None,Poor
EMP0624,Designer,23,5,5,High,Yes,Unsatisfied,1,None,Good
EMP0625,HR,53,2,4,High,Yes,Satisfied,2,Weekly,Poor
EMP0626,Project Manager,38,6,1,Low,No,Unsatisfied,1,None,Poor
EMP0627,Software Engineer,47,8,2,Medium,Yes,Satisfied,3,None,Good
EMP0628,Marketing,51,14,1,Low,Yes,Unsatisfied,1,Daily,Good
EMP0629,Data Scientist,48,6,1,High,Yes,Satisfied,3,Daily,Average
EMP0630,Designer,28,13,4,Low,Yes,Unsatisfied,4,None,Average
EMP0631,Project Manager,49,14,5,Low,No,Satisfied,4,Weekly,Poor
EMP0632,Designer,56,1,2,Medium,Yes,Unsatisfied,4,None,Average
EMP0633,Sales,38,1,3,High,Yes,Unsatisfied,3,None,Poor
EMP0634,Marketing,46,0,3,Low,No,Neutral,1,Weekly,Good
EMP0635,Project Manager,32,3,1,High,No,Unsatisfied,3,Daily,Average
EMP0636,Software Engineer,52,1,2,High,No,Neutral,2,Daily,Average
EMP0637,Sales,48,13,1,Low,Yes,Unsatisfied,3,None,Good
EMP0638,Software Engineer,38,0,3,High,No,Unsatisfied,4,Weekly,Good
EMP0639,Software Engineer,25,2,3,High,Yes,Satisfied,1,Daily,Good
EMP0640,Sales,27,10,5,Low,Yes,Satisfied,2,None,Poor
EMP0641,Data Scientist,28,3,2,High,No,Unsatisfied,5,None,Poor
EMP0642,Designer,36,6,5,Low,Yes,Satisfied,1,Daily,Poor
EMP0643,Marketing,53,3,1,Medium,Yes,Neutral,4,None,Poor
EMP0644,Project Manager,54,15,3,Medium,Yes,Satisfied,2,None,Good
EMP0645,Sales,39,3,3,Medium,Yes,Satisfied,5,Weekly,Average
EMP0646,Designer,47,8,1,Medium,Yes,Unsatisfied,5,None,Average
EMP0647,HR,60,1,3,High,Yes,Satisfied,4,None,Good
EMP0648,Designer,37,1,3,Low,No,Satisfied,4,Weekly,Good
EMP0649,Marketing,33,10,3,Low,No,Satisfied,5,Weekly,Good
EMP0650,Sales,27,13,5,Low,No,Satisfied,3,Weekly,Good
EMP0651,Software Engineer,39,6,4,Low,Yes,Unsatisfied,5,Daily,Average
EMP0652,HR,45,0,2,Medium,Yes,Satisfied,5,Weekly,Poor
EMP0653,Project Manager,57,5,1,Low,No,Unsatisfied,4,Daily,Average
EMP0654,Data Scientist,27,9,3,High,Yes,Neutral,5,Daily,Good
EMP0655,Software Engineer,44,5,2,High,Yes,Satisfied,1,Weekly,Poor
EMP0656,Designer,25,3,5,High,Yes,Neutral,4,None,Average
EMP0657,Software Engineer,46,5,1,Medium,No,Unsatisfied,4,Daily,Good
EMP0658,Marketing,51,12,1,Low,Yes,Neutral,2,None,Poor
EMP0659,HR,55,5,5,Low,Yes,Satisfied,4,Weekly,Good
EMP0660,Software Engineer,54,14,4,High,Yes,Neutral,3,Daily,Good
EMP0661,Software Engineer,34,11,3,High,Yes,Satisfied,3,None,Poor
EMP0662,Designer,32,9,1,Low,Yes,Satisfied,1,None,Average
EMP0663,Software Engineer,23,10,5,Low,No,Satisfied,5,Daily,Good
EMP0664,Sales,22,8,1,High,No,Unsatisfied,5,Daily,Good
EMP0665,Marketing,36,2,1,High,Yes,Unsatisfied,3,Daily,Poor
EMP0666,Project Manager,50,3,5,Low,No,Neutral,1,Weekly,Poor
EMP0667,HR,36,13,5,High,Yes,Neutral,2,Weekly,Good
EMP0668,Data Scientist,39,13,4,Medium,No,Neutral,3,Weekly,Good
EMP0669,Sales,32,15,5,Medium,Yes,Unsatisfied,4,Weekly,Good
EMP0670,Marketing,53,10,2,Low,No,Neutral,2,Daily,Good
EMP0671,Software Engineer,57,12,5,Medium,Yes,Unsatisfied,4,Weekly,Good
EMP0672,Designer,25,12,4,High,Yes,Satisfied,2,Weekly,Poor
EMP0673,Sales,25,6,3,Medium,Yes,Unsatisfied,1,None,Poor
EMP0674,Sales,25,7,2,Low,No,Neutral,2,Weekly,Poor
EMP0675,HR,52,3,4,High,No,Satisfied,2,Daily,Poor
EMP0676,Sales,44,15,2,Medium,Yes,Unsatisfied,2,Daily,Average
EMP0677,Sales,27,7,1,High,No,Neutral,5,Daily,Average
EMP0678,Software Engineer,37,15,2,Medium,Yes,Neutral,3,Weekly,Poor
EMP0679,HR,39,15,3,Medium,Yes,Satisfied,3,None,Average
EMP0680,Data Scientist,40,7,4,Medium,No,Unsatisfied,1,Weekly,Average
EMP0681,Project Manager,60,5,5,High,No,Satisfied,3,Daily,Poor
EMP0682,Data Scientist,53,15,4,Medium,Yes,Neutral,4,Daily,Average
EMP0683,Sales,35,8,5,Medium,Yes,Satisfied,4,None,Poor
EMP0684,Sales,44,0,4,Medium,No,Neutral,2,None,Average
EMP0685,Data Scientist,60,5,1,Medium,No,Satisfied,2,None,Good
EMP0686,Sales,27,14,2,High,Yes,Unsatisfied,4,None,Average
EMP0687,Data Scientist,39,1,4,Low,No,Unsatisfied,2,Weekly,Good
EMP0688,Data Scientist,31,1,3,Low,No,Satisfied,1,Daily,Average
EMP0689,Marketing,25,0,4,High,Yes,Neutral,2,Daily,Average
EMP0690,Software Engineer,21,10,1,Medium,Yes,Satisfied,4,Weekly,Good
EMP0691,Marketing,49,7,3,Medium,Yes,Satisfied,3,None,Good
EMP0692,Designer,54,10,3,Low,No,Neutral,5,Daily,Poor
EMP0693,HR,56,6,5,Medium,No,Unsatisfied,3,Daily,Average
EMP0694,HR,57,6,5,Low,Yes,Unsatisfied,1,Daily,Average
EMP0695,Software Engineer,43,1,3,Low,Yes,Unsatisfied,1,Weekly,Poor
EMP0696,Marketing,59,9,5,Medium,No,Neutral,3,None,Poor
EMP0697,HR,44,4,1,Medium,No,Satisfied,1,Weekly,Poor
EMP0698,Project Manager,24,13,1,High,No,Neutral,2,Weekly,Poor
EMP0699,Designer,60,12,3,Medium,No,Unsatisfied,5,Daily,Good
EMP0700,Data Scientist,28,6,3,High,No,Satisfied,5,Weekly,Good
EMP0701,Designer,42,15,3,Medium,No,Satisfied,3,Daily,Poor
EMP0702,Designer,26,9,2,High,No,Neutral,3,None,Average
EMP0703,HR,28,12,1,Medium,Yes,Unsatisfied,1,Weekly,Poor
EMP0704,Project Manager,45,4,1,Medium,Yes,Neutral,4,None,Average
EMP0705,Marketing,37,2,2,Low,No,Satisfied,3,None,Good
EMP0706,Designer,31,12,3,Low,Yes,Satisfied,2,None,Average
EMP0707,Software Engineer,22,10,2,Medium,No,Neutral,4,None,Average
EMP0708,Project Manager,48,0,4,Medium,Yes,Unsatisfied,1,Weekly,Average
EMP0709,Designer,55,9,3,Low,No,Neutral,4,None,Average
EMP0710,Project Manager,60,15,4,High,Yes,Satisfied,1,None,Good
EMP0711,HR,40,12,3,High,No,Satisfied,5,None,Average
EMP0712,Software Engineer,30,9,4,Low,Yes,Neutral,4,Daily,Poor
EMP0713,Designer,54,9,3,High,No,Neutral,3,Weekly,Poor
EMP0714,Sales,44,7,1,High,No,Neutral,5,Daily,Poor
EMP0715,Software Engineer,43,5,5,Medium,Yes,Satisfied,5,None,Average
